UserAgent,Page Views
Dalvik/2.1.0 (Linux; U; Android 5.1.1; A0001 Build/LMY47V),"3,370"
BBCBeacon/3.5 (iPad; iPhone OS 5.1.1) BBCNews/2.0.1,"3,367"
Dalvik/2.1.0 (Linux; U; Android 5.1; N9518 Build/LMY47O),"3,367"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; H60-L04 Build/HDH60-L04),"3,365"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Nexus 5 Build/MMB29K),"3,357"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; D2203 Build/18.4.C.2.12),"3,356"
Dalvik/2.1.0 (Linux; U; Android 5.0; SCL23 Build/LRX21T),"3,356"
Dalvik/2.1.0 (Linux; U; Android 5.1; TECNO-L8Plus Build/LMY47I),"3,355"
Dalvik/2.1.0 (Linux; U; Android 6.0; K6000 Pro Build/MRA58K),"3,355"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/6.9.1),"3,345"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-J200F Build/LMY47X),"3,343"
BBCBeacon/3.5 (iPhone; iPhone OS 9.0.2) BBCNews/2.1.4,"3,341"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SAMSUNG-SM-N920A Build/LMY47X),"3,336"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; SM-A500FU Build/KTU84P),"3,334"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; SM-G5308W Build/KTU84P),"3,330"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-N915W8 Build/MMB29M),"3,328"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SCV31 Build/MMB29K),"3,319"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; T1-A21L Build/HuaweiMediaPad),"3,311"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; E6853 Build/32.2.A.0.224),"3,306"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; LGMS395 Build/KOT49I.MS39510g),"3,297"
Dalvik/2.1.0 (Linux; U; Android 6.0; TECNO-W3 Build/MRA58K),"3,296"
BBCBeacon/0.74b (SM-G900F; Android 5.0) news/2.5.5 WW,"3,291"
Dalvik/2.1.0 (Linux; U; Android 6.0; HUAWEI CRR-UL00 Build/HUAWEICRR-UL00),"3,287"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Nexus 5X Build/MHC19Q),"3,285"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; 4013X Build/KOT49H),"3,279"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; LGMS428 Build/MMB29M),"3,279"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G930K Build/MMB29K),"3,277"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Redmi 3S MIUI/V7.5.9.0.MALMIDE),"3,275"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; D5803 Build/23.4.A.0.546),"3,274"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; P01Y Build/LRX22G),"3,268"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Redmi 3S MIUI/V7.5.9.0.MALCNDE),"3,263"
Dalvik/2.1.0 (Linux; U; Android 5.0; SM-N900S Build/LRX21V),"3,255"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; HM NOTE 1W MIUI/V8.0.1.0.KHDMIDG),"3,254"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; E380 Build/KOT49H),"3,252"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; IT-1101-QUAD Build/KOT49H),"3,252"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Moto G Play Build/MPI24.241-15.3),"3,246"
BBCBeacon/3.5 (iPhone; iPhone OS 8.0) BBCNews/2.1.4,"3,243"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; R8207 Build/KTU84P),"3,243"
Dalvik/2.1.0 (Linux; U; Android 5.1; F5 Build/LMY47D),"3,242"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; HTC Desire 816G dual sim Build/KOT49H),"3,240"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-J120W Build/MMB29K),"3,237"
Dalvik/1.6.0 (Linux; U; Android 4.1.2; SGH-T999 Build/JZO54K),"3,234"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; MI 3 MIUI/V8.0.1.0.KXCCNDG),"3,228"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; Wileyfox Swift Build/LMY48Y),"3,223"
Dalvik/1.6.0 (Linux; U; Android 4.3; GT-I9300I Build/JLS36C),"3,221"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; A1-840FHD Build/KOT49H),"3,221"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; E39 Build/KOT49H),"3,221"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; HTC Desire 826 dual sim Build/LRX22G),"3,216"
Dalvik/2.1.0 (Linux; U; Android 5.1; PRO 5 Build/LMY47D),"3,213"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; D2533 Build/19.4.A.0.182),"3,210"
BBCBeacon/0.74b (GT-I9515; Android 5.0.1) news/2.5.5 UK,"3,209"
Dalvik/1.6.0 (Linux; U; Android 4.2.2; SM-G350 Build/JDQ39),"3,208"
BBCBeacon/0.74b (SCH-I545; Android 5.0.1) news/2.5.3 WW,"3,205"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G930S Build/MMB29K),"3,196"
Dalvik/2.1.0 (Linux; U; Android 6.0; Lenovo A7000-a Build/MRA58K),"3,188"
Dalvik/1.6.0 (Linux; U; Android 4.2.2; SM-G386F Build/JDQ39),"3,187"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; PLK-TL01H Build/HONORPLK-TL01H),"3,183"
Dalvik/2.1.0 (Linux; U; Android 6.0; HUAWEI P8max Build/HUAWEIDAV-703L),"3,183"
Dalvik/2.1.0 (Linux; U; Android 5.1; HUAWEI RIO-L02 Build/HUAWEIRIO-L02),"3,181"
Dalvik/2.1.0 (Linux; U; Android 5.1; XT1040 Build/LPBS23.13-35.5-1),"3,180"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-J120F Build/LMY47X),"3,178"
Dalvik/2.1.0 (Linux; U; Android 5.1; Valencia2_Y100pro Build/LMY47D),"3,175"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; HTC One_M8 Build/KOT49H),"3,174"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G928G Build/MMB29K),"3,173"
BBCBeacon/0.74b (D2303; Android 4.4.2) news/2.5.5 UK,"3,167"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; B1-750 Build/KTU84P),"3,163"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; SAMSUNG-SM-G890A Build/LRX22G),"3,157"
Dalvik/2.1.0 (Linux; U; Android 5.1; LENNY2 Build/LMY47I),"3,157"
BBCBeacon/0.74b (GT-I9100P; Android 2.3.5) news/2.5.4 UK,"3,154"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; Redmi Note 3 MIUI/V7.3.7.0.LHOMIDD),"3,152"
BBCBeacon/0.74b (GT-I9300; Android 4.1.2) news/2.5.5 UK,"3,147"
BBCBeacon/0.74b (Lenovo B6000-F; Android 4.2.2) news/2.5.5 UK,"3,147"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-J105H Build/LMY47V),"3,146"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-J510GN Build/MMB29M),"3,142"
Dalvik/2.1.0 (Linux; U; Android 6.0; LG-V495 Build/MRA58K),"3,138"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; LG-D690 Build/LRX22G),"3,137"
BBCBeacon/0.74b (GT-I9505; Android 5.0.1) news/2.5.3 WW,"3,136"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; Lenovo A5500-H Build/KOT49H),"3,132"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/V8.0.2.0.MXGCNDG),"3,132"
BBCBeacon/0.74b (Hudl HT7S3; Android 4.2.2) news/2.4.5 UK,"3,131"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; SGH-I337M Build/KOT49H),"3,130"
Dalvik/1.6.0 (Linux; U; Android 4.2.2; GT-I9500 Build/JDQ39),"3,125"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; Le X507 Build/DHXOSOP5501405251S),"3,125"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; 6045I Build/MMB29M),"3,124"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Le X526 Build/IIXOSOP5801607291S),"3,121"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; D6503 Build/23.4.A.0.546),"3,116"
Dalvik/1.6.0 (Linux; U; Android 4.1.2; GT-P5110 Build/JZO54K),"3,114"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-J105F Build/LMY47V),"3,105"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; HTC Desire 526GPLUS dual sim Build/KOT49H),"3,104"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; R7Plusm Build/LMY47V),"3,100"
Dalvik/2.1.0 (Linux; U; Android 6.0; LG-H960 Build/MRA58K),"3,091"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; HTC_E9pw Build/LRX22G),"3,090"
Dalvik/2.1.0 (Linux; U; Android 5.1; LG-H818 Build/LMY47D),"3,084"
Dalvik/1.6.0 (Linux; U; Android 4.1.2; ME371MG Build/JZO54K),"3,083"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; HTC_M10h Build/MMB29M),"3,077"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; D2403 Build/18.3.1.C.1.17),"3,075"
Dalvik/2.1.0 (Linux; U; Android 7.0; Nexus 6P Build/NRD90T),"3,075"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; Redmi Note 3 MIUI/6.8.18),"3,072"
BBCBeacon/0.74b (XT1032; Android 4.4.4) news/2.5.5 UK,"3,070"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; 2PS64 Build/MMB29M),"3,067"
BBCBeacon/0.74b (Nexus 7; Android 5.1) news/2.5.5 UK,"3,064"
Dalvik/1.6.0 (Linux; U; Android 4.0.3; Ventana Build/IML74K),"3,063"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-N920K Build/MMB29K),"3,061"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SAMSUNG-SM-J320AZ Build/MMB29K),"3,059"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; 0PM92 Build/MMB29M),"3,058"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; 2014818 MIUI/V8.0.1.0.KHJMIDG),"3,056"
Dalvik/2.1.0 (Linux; U; Android 6.0; UMI_SUPER Build/MRA58K),"3,056"
Dalvik/2.1.0 (Linux; U; Android 5.0.1; Nexus 5 Build/LRX22C),"3,053"
BBCBeacon/0.74b (GT-S6310N; Android 4.1.2) news/2.5.5 UK,"3,049"
Dalvik/2.1.0 (Linux; U; Android 5.1; E5563 Build/29.1.B.0.101),"3,046"
BBCBeacon/0.74b (Z30; Android 4.3) news/2.2,"3,045"
Dalvik/1.6.0 (Linux; U; Android 4.1.2; HTC Desire 500 Build/JZO54K),"3,045"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; A0001 Build/KTU84Q),"3,045"
Dalvik/1.6.0 (Linux; U; Android 4.2.2; TECNO R7 Build/JDQ39),"3,041"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; SM-A500M Build/LRX22G),"3,040"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; P4502 Build/KOT49H),"3,039"
Dalvik/2.1.0 (Linux; U; Android 5.1; TECNO-L5 Build/LMY47I),"3,038"
Dalvik/1.6.0 (Linux; U; Android 4.2.2; SM-T310 Build/JDQ39),"3,037"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; SM-G900V Build/KTU84P),"3,037"
Dalvik/2.1.0 (Linux; U; Android 6.0; EVA-TL00 Build/HUAWEIEVA-TL00),"3,033"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-T311 Build/KOT49H),"3,027"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; STV100-4 Build/LMY47V),"3,021"
Dalvik/2.1.0 (Linux; U; Android 5.1; M5 Build/LMY47D),"3,013"
BBCBeacon/3.5 (iPad; iPhone OS 9.3.5) BBCNews/2.1,"3,007"
Dalvik/2.1.0 (Linux; U; Android 5.1; Alba 10' Build/LMY47I),"2,999"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; Redmi Note 3 MIUI/V7.5.3.0.LHOMIDE),"2,996"
BBCBeacon/0.74b (K013; Android 4.4.2) news/2.5.5 UK,"2,995"
Dalvik/1.6.0 (Linux; U; Android 4.1.2; GT-S6310N Build/JZO54K),"2,994"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; 9001X Build/MMB29M),"2,992"
BBCBeacon/0.74b (TECNO M3; Android 4.2.2) news/2.2,"2,987"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; D6502 Build/23.5.A.1.291),"2,982"
Dalvik/2.1.0 (Linux; U; Android 5.1; QTAIR7 Build/LMY47D),"2,980"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; LGLS751 Build/LMY47V),"2,978"
Dalvik/2.1.0 (Linux; U; Android 5.0; E2303 Build/26.1.A.2.99),"2,975"
Dalvik/2.1.0 (Linux; U; Android 5.1; X17 Build/LMY47D),"2,975"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; 710C Build/LRX22G),"2,960"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; SM-P905 Build/LRX22G),"2,960"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; Lenovo A7600-H Build/KOT49H),"2,957"
Dalvik/1.6.0 (Linux; U; Android 4.2.2; TECNO P5 Build/JDQ39),"2,955"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-P601 Build/KOT49H),"2,954"
Dalvik/1.6.0 (Linux; U; Android 4.1.2; SM-T210 Build/JZO54K),"2,952"
Dalvik/2.1.0 (Linux; U; Android 5.1; HUAWEI RIO-AL00 Build/HuaweiRIO-AL00),"2,951"
BBCNews/3.6.0.149 CFNetwork/711.1.12 Darwin/14.0.0,"2,944"
BBCBeacon/0.74b (SM-T320; Android 4.4.2) news/2.5.5 UK,"2,941"
Dalvik/2.1.0 (Linux; U; Android 5.0.1; SC-04E Build/LRX22C),"2,941"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; SPH-L900 Build/KOT49H),"2,932"
Dalvik/1.6.0 (Linux; U; Android 4.2.1; ME301T Build/JOP40D),"2,924"
BBCNews/3.9.1.48 CFNetwork/672.0.2 Darwin/14.0.0,"2,923"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; H60-L04 Build/HDH60-L04),"2,923"
Dalvik/1.6.0 (Linux; U; Android 4.2.2; arc 10HD Build/JDQ39),"2,920"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; ZUK Z1 Build/LMY49J),"2,919"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Nexus 9 Build/MOB30P),"2,919"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-J500N0 Build/LMY48B),"2,910"
BBCBeacon/0.74b (D2005; Android 4.4.2) news/2.5.5 UK,"2,908"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; HTC One_E8 Build/MMB29M),"2,904"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; Nexus 5 Build/LMY48B),"2,903"
Dalvik/2.1.0 (Linux; U; Android 5.1; BLU LIFE MARK Build/LMY47D),"2,902"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; C6603 Build/10.5.1.A.0.292),"2,897"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; XT1045 Build/KXB21.14-L1.45),"2,897"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-T710 Build/LMY47X),"2,896"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; SOL26 Build/23.1.G.2.244),"2,893"
Dalvik/2.1.0 (Linux; U; Android 6.0; XT1572 Build/MPHS24.49-18-3),"2,893"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; ASUS_T00G Build/KVT49L),"2,892"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; LG-D858HK Build/KVT49L.D858HK10f),"2,892"
Dalvik/1.6.0 (Linux; U; Android 4.1.2; XT907 Build/9.8.1Q-94-1),"2,889"
BBCBeacon/0.74b (C6903; Android 5.1.1) news/2.5.5 UK,"2,886"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; Lenovo B8080-F Build/KVT49L),"2,884"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; XT1072 Build/LXB22.99-24),"2,884"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N9208 Build/LMY47X),"2,883"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Nexus 5 Build/MMB29S),"2,864"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; STV100-1 Build/LMY47V),"2,858"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-E700F Build/LMY47X),"2,852"
Dalvik/1.6.0 (Linux; U; Android 4.1.2; GT-I8160 Build/JZO54K),"2,851"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; HTC One dual sim Build/LRX22G),"2,851"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-T700 Build/MMB29K),"2,842"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; D2302 Build/18.6.A.0.182),"2,841"
Dalvik/1.6.0 (Linux; U; Android 4.3; SGH-T889 Build/JSS15J),"2,839"
Dalvik/2.1.0 (Linux; U; Android 5.0.1; GEM-702L Build/HUAWEIGEM-702L),"2,837"
BBCBeacon/0.74b (GT-S5830i; Android 2.3.6) news/2.4.5 UK,"2,834"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; 6045Y Build/LRX22G),"2,834"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; Coolpad 3622A Build/LMY47V),"2,834"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; HTC One_M8 Eye Build/MMB29M),"2,831"
Dalvik/2.1.0 (Linux; U; Android 5.1; MEDION E5004 Build/LRX21M),"2,818"
BBCBeacon/0.74b (XT1039; Android 4.4.4) news/2.5.5 UK,"2,816"
Dalvik/1.6.0 (Linux; U; Android 4.3; GT-N7105 Build/JSS15J),"2,813"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; Doro Liberto 820 Build/KOT49H),"2,802"
BBCBeacon/3.5 (iPhone; iPhone OS 6.1.3) BBCNews/2.0.1,"2,792"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-J111M Build/LMY47V),"2,790"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; LGMS550 Build/MXB48T),"2,787"
Dalvik/2.1.0 (Linux; U; Android 5.0; LG-D855 Build/LRX21R.A1431991532),"2,785"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; H60-L02 Build/HDH60-L02),"2,769"
Dalvik/1.6.0 (Linux; U; Android 4.1.1; HTC Desire X Build/JRO03C),"2,767"
BBCBeacon/0.74b (Nexus 7; Android 4.2.1) news/2.5.5 UK,"2,766"
Dalvik/1.6.0 (Linux; U; Android 4.2.2; GT-I9205 Build/JDQ39),"2,766"
Dalvik/2.1.0 (Linux; U; Android 6.0; Nexus 5 Build/MRA58N),"2,761"
BBCBeacon/0.74b (GT-I8190; Android 4.1.2) news/2.5.5 WW,"2,755"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; HUAWEI RIO-L01 Build/HuaweiRIO-L01),"2,752"
Dalvik/2.1.0 (Linux; U; Android 5.1; T03 Build/LMY47D),"2,751"
BBCNews/3.6.0.153 CFNetwork/758.0.2 Darwin/15.0.0,"2,744"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-T531 Build/KOT49H),"2,738"
Dalvik/2.1.0 (Linux; U; Android 5.1; HTCD200LVW Build/LMY47O),"2,736"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; A31 Build/KTU84P),"2,735"
BBCBeacon/0.74b (C6603; Android 5.1.1) news/2.5.5 UK,"2,733"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; SGH-T399N Build/KOT49H),"2,729"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; LGMS631 Build/LMY47V),"2,729"
BBCBeacon/0.74b (SM-T700; Android 5.0.2) news/2.5.5 UK,"2,726"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; Infinix X507 Build/KOT49H),"2,723"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; SD4930UR Build/KTU84P),"2,722"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; Aquaris X5 Build/LMY49J),"2,722"
Dalvik/2.1.0 (Linux; U; Android 6.0; Lenovo TB3-850F Build/MRA58K),"2,716"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; HUAWEI MT7-L09 Build/HuaweiMT7-L09),"2,711"
Dalvik/2.1.0 (Linux; U; Android 5.1; thl T6C Build/LMY47I),"2,710"
Dalvik/1.6.0 (Linux; U; Android 4.2.2; SM-T111 Build/JDQ39),"2,709"
BBCBeacon/0.74b (HTC Desire 310; Android 4.2.2) news/2.5.5 UK,"2,708"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-J5108 Build/LMY47X),"2,707"
Dalvik/2.1.0 (Linux; U; Android 6.0; F3311 Build/37.0.A.1.133),"2,706"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-J200M Build/LMY47X),"2,705"
BBCBeacon/0.74b (SM-G900V; Android 6.0.1) news/2.2,"2,701"
Dalvik/2.1.0 (Linux; U; Android 5.0; SM-N9006 Build/LRX21V),"2,699"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; SO-02G Build/23.1.B.1.317),"2,695"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; HUAWEI P7-L10 Build/HuaweiP7-L10),"2,693"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; SM-A700F Build/LRX22G),"2,692"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; STV100-2 Build/LMY47V),"2,689"
Dalvik/1.6.0 (Linux; U; Android 4.2.2; LG-D802 Build/JDQ39B),"2,688"
Dalvik/2.1.0 (Linux; U; Android 5.0; LG-D855 Build/LRX21R.A1440597237),"2,688"
Dalvik/2.1.0 (Linux; U; Android 5.0.1; LG-D838 Build/LRX21Y),"2,686"
Dalvik/2.1.0 (Linux; U; Android 5.1; H2 Build/LMY47D),"2,686"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-J120FN Build/LMY47X),"2,685"
Dalvik/2.1.0 (Linux; U; Android 6.0; 5010X Build/MRA58K),"2,684"
BBCBeacon/0.74b (GT-N8010; Android 4.1.2) news/2.4.5 UK,"2,678"
BBCBeacon/0.74b (SAMSUNG-SM-G900A; Android 5.0) news/2.5.5 WW,"2,677"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; C6906 Build/14.6.A.1.236),"2,676"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; Redmi Note 3 MIUI/V7.0.19.0.0.LHNCNCJ),"2,674"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-T817V Build/MMB29K),"2,673"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; SM-A500H Build/KTU84P),"2,672"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; LG-D631 Build/LRX22G),"2,671"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; C6903 Build/14.6.A.1.216),"2,670"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SAMSUNG-SM-G920AZ Build/MMB29K),"2,666"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; HTC One M9 Build/LRX22G),"2,663"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; HP 8 G2 Build/KVT49L),"2,661"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-T560NU Build/LMY47X),"2,660"
BBCBeacon/0.74b (GT-I8190N; Android 4.1.2) news/2.4.4 UK,"2,653"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; T1-701u Build/HuaweiMediaPad),"2,649"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; TECNO-J7 Build/KOT49H),"2,649"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; HUAWEI Y360-U61 Build/HUAWEIY360-U61),"2,640"
BBCBeacon/0.74b (C5303; Android 4.1.2) news/2.5.5 UK,"2,639"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; 2014817 MIUI/V8.0.1.0.KHJMIDG),"2,634"
Dalvik/2.1.0 (Linux; U; Android 5.0; Lenovo A1000 Build/S100),"2,631"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; Aquaris E5 Build/LMY47V),"2,631"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G9287C Build/MMB29K),"2,624"
BBCBeacon/0.74b (Nexus 7; Android 6.0.1) news/2.5.5 UK,"2,623"
Dalvik/1.6.0 (Linux; U; Android 4.2.2; Lenovo A5500-F Build/JDQ39),"2,623"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-T800 Build/KOT49H),"2,617"
Dalvik/2.1.0 (Linux; U; Android 5.1; VIVO XL Build/V0030UU),"2,617"
BBCBeacon/0.74b (Nexus 4; Android 5.1.1) news/2.5.5 WW,"2,615"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-N7505 Build/KOT49H),"2,612"
Dalvik/2.1.0 (Linux; U; Android 5.0; SM-G870W Build/LRX21T),"2,612"
BBCNews/3.7.0.99 CFNetwork/758.1.6 Darwin/15.0.0,"2,606"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; C6725 Build/KVT49L),"2,605"
Dalvik/2.1.0 (Linux; U; Android 6.0; Infinix-X600-LTE Build/MRA58K),"2,605"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; GT-N5120 Build/KOT49H),"2,601"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-T235 Build/LMY47X),"2,600"
BBCBeacon/0.74b (D5803; Android 5.1.1) news/2.5.5 UK,"2,599"
BBCBeacon/0.74b (GT-P5110; Android 4.2.2) news/2.5.5 WW,"2,598"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; SM-J110G Build/KTU84P),"2,596"
Dalvik/1.6.0 (Linux; U; Android 4.2.2; Gigaset QV830 Build/JDQ39),"2,594"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; X9 Build/KOT49H),"2,593"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; MotoG3 Build/LPI23.72-32-S.28.5),"2,593"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; D2005 Build/20.1.A.2.13),"2,589"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G900F Build/MOB30Z),"2,589"
BBCBeacon/0.74b (D5503; Android 4.4.4) news/2.5.5 UK,"2,588"
BBCBeacon/0.74b (SGH-M919; Android 4.4.4) news/2.5.5 WW,"2,588"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-G355M Build/KOT49H),"2,588"
Dalvik/2.1.0 (Linux; U; Android 5.1; 1201 Build/LMY47I),"2,587"
Dalvik/2.1.0 (Linux; U; Android 5.0.1; LG-H320 Build/LRX21Y),"2,578"
Dalvik/2.1.0 (Linux; U; Android 6.0; SO-01H Build/32.1.F.1.38),"2,578"
BBCBeacon/0.74a (Kindle Fire; Android 2.3.4) news-android-tablet-ww/1.1,"2,576"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; SM-T357T Build/LRX22G),"2,568"
BBCBeacon/0.74b (TECNO F7; Android 4.2.1) news/2.2,"2,567"
